VM Identification (UUID),AMU,AVMU,ADU,CLS,TC,RL,GL,Class
51 03 5D 59 3E 43 82 7D-8D 8A 3D 5F A8 7E 46 7E,25.08306851,84.07412327,54.39351416,85.51114534,99.04161864,81.8658126,29.04113008,Partially Malicious
2C 05 29 06 AB 19 09 BC-4A 7C AB 0A 79 A8 BF 18,73.27599939,90.69117983,49.49107453,5.514024712,4.697358964,9.143764628,75.12619017,Partially Malicious
3E 4E 63 37 45 34 C1 BE-89 AC 3E 95 17 40 29 3B,57.2171379,93.71414219,94.29531001,71.99324414,71.67947419,71.83564141,76.24883351,Malicious
69 5E BC 9C 48 87 79 5E-7E 80 8F 57 02 31 5E 10,61.85121256,4.268173323,70.9456606,56.73375515,90.65968015,5.875475061,97.79774467,Partially Malicious
94 06 38 82 94 B3 65 98-52 C7 7D 7D 52 4D 5B 0F,49.784344,55.05389109,67.76015409,75.39543322,64.48150401,70.17611784,3.100263688,Partially Malicious
A2 06 A7 7D 26 A4 30 5E-5C 41 38 56 99 52 51 B1,3.176028187,15.6949696,93.51795929,91.39292935,57.40063696,25.55058099,89.333631,Partially Malicious
44 76 BB 9A 8F AA 2F 39-90 39 8E A9 39 B9 AF 1E,95.52154293,68.22475686,69.47672677,40.58048543,82.23641891,57.5352511,78.22254238,Not Malicious
59 77 98 71 70 AE 97 0D-4C 96 0B 6C 67 78 C0 2A,55.73723166,46.63694924,55.58956797,44.95243812,80.60009021,2.089744739,16.41994444,Not Malicious
B8 9C 10 AA 19 9A BB 92-87 36 70 74 15 B2 91 60,78.38813192,57.82752704,10.25417881,80.42517979,39.83002966,75.80700538,90.68087566,Partially Malicious
3F 61 89 51 8B AC 81 5F-89 5A BE 65 0C BB B9 7D,55.15333625,45.54394267,1.01194815,23.5393639,12.01364668,71.52280885,62.59329719,Not Malicious
33 95 16 5C 42 99 9B 94-A4 72 99 96 9E 32 6A 90,68.05136729,18.91001802,13.54613124,40.91686296,26.74487127,30.89295343,19.53917567,Malicious
02 BD 1C A3 25 BF 8B C1-A5 86 B4 27 64 73 22 5D,41.79138744,25.17025201,72.70623545,34.5712964,67.86416039,49.56824392,3.762517863,Not Malicious
70 27 64 03 BC 4E 15 7C-64 AF C0 59 57 B7 30 56,81.47518203,68.98444035,90.43065935,3.089374272,79.44992982,6.509262034,25.11708264,Not Malicious
51 05 63 4A 67 25 2E A2-19 40 87 C3 B2 87 A8 A4,73.74135024,29.39304081,58.92513933,36.8435039,98.41216651,4.165090532,43.47800479,Not Malicious
C7 6E 76 6F 7D 7E 62 73-C1 11 A9 89 95 73 C1 1E,41.77157741,72.19864348,63.87836336,56.96381102,61.78029362,23.84196236,52.40618564,Not Malicious
63 7F 93 60 37 04 65 53-57 4D 9A 03 6C 08 2F C7,47.84005261,3.032482266,52.98139528,89.95374371,94.60532561,88.41722598,76.87705078,Not Malicious
5E 4F C7 25 B6 81 3B 2D-86 89 13 03 5B 15 68 3C,30.06116022,63.7436144,54.86189452,28.57344447,20.40911565,7.995767697,83.17952421,Not Malicious
9A 35 80 9A 5B 43 3B 4E-00 1B B4 25 1A 8A 6F 60,28.99098653,56.34238009,98.41591517,82.51976342,71.27794059,96.89885249,72.64872483,Not Malicious
C7 B9 59 71 2A 0A 38 BE-6C 30 05 55 7B 12 A2 43,64.44743897,17.13428134,8.369421235,40.40161153,73.28094507,9.494636725,42.23639037,Partially Malicious
96 7A 50 8C 99 B8 B6 AA-49 4B 6D A1 08 5B 89 AF,65.82111283,72.19076421,41.03408726,54.03576102,60.5468936,19.57908545,42.44339083,Malicious
C1 12 64 B5 90 03 06 5F-28 76 25 05 58 A5 2D 3E,12.48267517,6.174211836,31.07955788,70.9152129,15.84615942,71.44168628,22.98167569,Not Malicious
1D 67 70 36 00 9F 2B 17-7D 50 49 92 44 79 92 4E,76.20869941,92.54717838,73.52660283,6.144988843,80.85188077,76.16558843,59.92547094,Not Malicious
9D 83 74 98 C1 8E 51 5C-AA 55 10 40 32 46 58 A3,58.21159704,36.55161974,12.20231821,17.2799511,2.690657034,46.39462493,95.64654113,Not Malicious
A9 19 C1 0C 88 49 1F 25-5F 26 AA 02 17 6C A2 32,13.00623236,97.58337244,11.77361478,38.5901731,64.41030678,21.77432642,88.99664876,Partially Malicious
C5 90 2A 4A C3 63 B7 32-63 2B 46 8E 28 1A 08 37,20.68328355,92.28386204,90.38490974,85.70209764,22.34584106,91.83887461,0.96766852,Malicious
10 73 03 31 10 08 89 19-B6 45 A6 57 35 87 43 89,73.89875188,83.29545727,20.3131026,5.192389739,1.702382934,49.78182208,59.20507275,Partially Malicious
C2 60 B7 1B 13 50 66 A6-34 C1 2E B0 83 73 20 C2,36.02253238,77.16514449,49.88026627,73.3567133,45.49117812,74.06364901,19.17574057,Partially Malicious
B4 64 0C 85 4F 84 99 BB-26 B2 79 12 C5 75 6E 12,31.1944936,63.85899677,12.62560945,27.751053,79.92292912,63.79977182,62.93589959,Partially Malicious
8A 98 BB 9F 26 06 1B 79-04 BB 76 4C 5F 55 8F 8E,57.73783246,65.49456327,62.93932379,73.1796257,35.80599295,21.58029754,24.11082454,Not Malicious
88 00 B7 6D 45 7E 6B 44-AD 2D 92 A1 7B 1F 33 11,40.19068788,11.42081384,27.77413453,69.06575176,11.3188577,76.26062916,60.53501455,Not Malicious
AB 80 1D B4 BD 31 80 AF-B2 32 99 A1 6D 6E 77 69,85.42814507,15.80263381,9.439283938,49.03530574,3.929462017,48.88459415,69.52374767,Not Malicious
88 91 37 82 94 B8 6C 71-8E 7B BB 87 8F 6F AE B0,28.64781347,54.96010411,69.990877,26.01843236,6.929059691,19.8665587,41.30436294,Partially Malicious
71 C1 46 A1 23 80 0F 7C-5E 3A 9A 61 13 0E 83 AF,2.693845622,38.94244263,20.80734921,9.948495286,88.3559042,0.687941575,41.68920229,Not Malicious
1D 7E 40 50 7A BB 4F C2-3D AE 6B 13 8D 7D 38 1C,36.69969801,97.99798069,82.95535654,89.8873653,19.59637289,67.32502923,34.74651259,Partially Malicious
51 6F 93 B8 40 6E 56 C1-28 7A 70 7F A5 42 6E 3F,52.58147943,85.59983168,94.99323059,59.16149875,99.7168848,59.58528382,4.714403701,Malicious
1C 52 2F 4E 5F 3B 03 B8-8C 7E 21 33 A3 1E 84 6E,82.16027749,44.81982773,37.01717867,56.0047146,12.433009,45.53855491,95.33577193,Partially Malicious
28 51 25 53 24 2F 1C 33-89 3A 7D 4E BD 27 C0 60,2.622059719,6.399768028,89.42998737,92.14481469,44.7630158,84.96319926,88.18583812,Partially Malicious
37 46 B8 6F A5 C6 77 33-B2 42 12 B5 02 67 BF 44,13.27969362,94.44510007,84.00622358,59.87407267,9.331994075,69.7598276,5.88713732,Not Malicious
AB 1E 8F 4B 42 0E 94 95-84 AC 90 45 7E 8F 4E 69,96.45101542,69.66832709,37.6028554,30.49783337,99.87151337,54.43711634,8.545387493,Partially Malicious
29 2C 03 79 A1 49 03 19-80 2C 6E C5 4F 76 58 90,77.54800733,49.08936207,80.43257967,9.157319556,98.72767084,71.95678879,98.61936649,Malicious
12 33 45 7A 97 40 0C 80-50 9A 64 65 C6 56 6A 36,0.004721761,17.59565482,13.68375951,39.21781488,41.02169265,31.8895739,20.38048595,Partially Malicious
2A 4C 07 BF 3B 65 83 6E-30 C0 13 27 96 41 26 62,16.26250456,42.40881699,51.0760014,40.02553916,75.47804148,84.84561762,98.66994358,Partially Malicious
8C 04 6D 0B 2D 77 BC A3-AF 53 2F 35 7A 8D 3E 8E,65.23430275,36.41133791,27.84293394,40.153575,19.78515699,97.4618734,53.67464211,Partially Malicious
79 8F 77 98 A2 73 7C 0F-12 38 A7 9C 0D 84 BE 50,59.32797335,88.26822642,84.83285773,57.06538505,64.33090711,92.59686874,92.85376742,Partially Malicious
29 4B 3C C2 24 22 19 B2-81 B9 0D 25 6D 7C B6 6B,8.639196481,28.75432171,67.39424222,88.10703233,21.81230837,59.89749768,4.722803438,Malicious
C4 67 20 85 0A 91 69 88-2F B7 71 9D 7D 7D 0F 96,0.872035652,1.044112154,20.22809426,5.297117188,6.649274428,58.73315111,40.47548311,Malicious
15 A3 60 06 0B C4 16 C6-B0 A6 97 81 2F 5F C0 24,96.25340369,13.54923825,9.840889267,26.96183011,41.89445973,98.5520256,16.67743694,Partially Malicious
03 73 40 8B 22 1C B3 BD-75 22 2B 45 1B AB 84 9A,93.03950444,40.24532257,93.14731425,10.30073813,17.85679757,73.65444954,79.55042311,Not Malicious
4B 8C 0A C5 09 66 1C 9D-2E 31 BC AF 7F BF 0D 6E,63.33592907,72.25256843,25.78309501,63.21109278,2.54229189,5.678388471,25.21829012,Not Malicious
26 60 AD 26 59 49 38 57-60 C0 93 BC 22 73 99 61,38.20840323,65.56101414,86.69706479,37.41544332,44.12042123,39.58687963,20.30029807,Not Malicious
74 47 B9 7C 2F 6C 86 89-BE A4 51 94 B7 29 92 24,19.67683317,72.23249665,19.27462518,70.00753823,18.86866697,76.42891537,23.56461916,Not Malicious
BE 73 BD 0C 3A 8E 60 B8-69 84 51 13 86 78 76 26,45.35567514,53.95986184,8.575160525,87.54457297,45.05110054,70.87264489,74.05333375,Malicious
63 0B 9B 24 1E 34 B0 76-0A 75 A3 BD 13 AC 44 C4,74.60783044,41.86690664,32.80739683,30.38987909,32.81944418,14.71475709,81.62936465,Partially Malicious
94 28 04 B4 9C 9C 20 3F-C1 6D 30 BF 21 2B 77 4D,27.06031293,45.89899893,5.44498008,0.49611859,3.507457907,45.72994998,64.15223956,Partially Malicious
2A BA B4 A0 34 6E 56 AC-7C 6C 8E BE 0E BA 50 99,39.49944789,37.05240162,88.84461309,20.2553008,93.90083934,16.33205468,89.81191985,Partially Malicious
BD A5 7C 2D 67 3D 3E 9B-45 B1 1F 31 A3 47 BC 0F,45.0427196,43.38466562,0.352185926,72.11140234,75.73770478,25.59654843,54.34618025,Not Malicious
42 6D AA 25 3B 27 55 82-7E 17 3B 53 01 0E 78 B5,3.361542694,85.08120309,12.07615127,18.77788832,84.96059224,78.77412134,3.589073436,Malicious
BB 9C 9A 21 AB 53 12 08-94 C5 1E 19 A3 5E A5 62,73.60844639,34.58550879,16.53783233,68.04190211,3.570074239,93.26818121,62.47924759,Not Malicious
55 6A 63 0F 4A 22 46 C5-96 84 78 59 C3 03 3C 91,19.73779268,39.1306584,64.09556069,30.71439171,5.799037527,56.2455772,74.9088618,Malicious
39 65 2A 19 A3 33 87 34-80 87 A8 98 3D 5A 1C 2C,31.38202708,40.61396088,90.97009614,52.98169155,53.87205816,97.48127417,53.25970245,Not Malicious
80 96 72 9A 9C 41 8A 06-19 C3 6F 61 A3 7B C5 9B,33.13096731,24.22337174,2.030910949,17.28866856,1.884935964,7.782881564,74.45768895,Not Malicious
35 66 69 11 8A 38 1E 05-7E BC C7 46 01 B3 72 08,86.94595899,51.8648423,67.28044172,9.880834148,81.70569232,94.68642036,71.62248343,Not Malicious
62 A5 3D 22 89 46 64 18-2C B6 8D 5C 8D 6C 25 85,42.1156436,63.63865272,34.13889705,16.72445928,25.89862729,45.36449129,41.18926903,Partially Malicious
16 84 6E 4F 30 7D 00 44-83 3C 2F B3 1F B4 06 83,17.97202177,14.79443729,84.97145366,56.34287262,85.88572768,4.754810609,48.28756453,Partially Malicious
90 17 7C 07 0D 59 3B 73-A1 B9 92 16 1F 86 4E 45,9.532454008,46.0704301,81.83276305,56.89227201,49.66472992,82.81367013,96.35539539,Not Malicious
8F A1 21 3E 60 A4 B5 7B-8A 33 30 19 30 11 1B B5,7.84503097,89.5722501,60.5849097,11.33889303,31.68087115,24.45205233,83.36661712,Partially Malicious
62 30 5E 66 3F 21 00 64-2B 0F 4F 3F 70 81 AD 9A,64.43160375,48.70984023,24.23684927,52.67332165,7.947762119,48.30132319,79.48781795,Malicious
20 33 13 27 46 17 16 40-06 B6 6D B9 95 50 B2 20,33.16320921,47.91778278,57.93557695,8.284446415,76.49020622,17.34037437,5.023527929,Malicious
7A BB 77 63 09 54 88 C4-01 31 C1 16 00 A8 6A 3E,43.58012147,92.4833578,36.01429054,49.71749752,76.99080154,93.40815707,57.34717018,Partially Malicious
89 85 3E 06 23 93 15 35-43 74 4D 38 15 98 67 BB,8.399146698,86.36169868,94.48704856,93.16402685,55.74552698,57.64558904,68.65182059,Partially Malicious
7C 67 61 59 29 C3 76 56-A9 59 0A 82 32 65 87 6A,13.08709898,34.68443058,40.95883553,32.00283848,65.00164246,17.22427986,44.30584657,Not Malicious
71 BF BB 0D 46 22 93 64-AE 16 6F BD 24 24 47 12,87.39846409,70.26615637,2.116309585,46.80747082,89.62526546,34.83427309,78.70342942,Partially Malicious
54 AB 3A 37 09 69 C3 77-67 2C 4F 23 C0 87 BA 48,0.352172908,8.19453477,92.61827026,63.36985381,64.3515458,88.90792148,47.58218452,Partially Malicious
9D 1C BB 52 BF 85 65 43-10 AA 92 A2 89 19 A4 1E,29.9795635,20.17914902,87.33254209,57.69974309,89.28588748,9.5116508,79.06295247,Not Malicious
00 8D A0 B1 8C 51 4E 39-C5 A0 64 48 57 14 63 27,63.06227602,54.70867937,20.12559526,82.31189988,34.72273011,17.92491959,50.10496074,Malicious
42 1C 9F 96 A9 86 11 71-87 89 B8 25 48 68 B0 AA,7.20428328,50.98725678,42.98791609,40.9917828,36.19290998,47.74390825,58.22569739,Not Malicious
98 1B A5 32 C6 1E 49 5B-89 5E B8 92 93 47 82 64,86.29481549,29.7543011,69.53060706,53.00669165,80.69641949,78.04741558,71.06836433,Not Malicious
2C 1F C7 2F 03 3B 3E A2-A5 C0 5B 14 B5 34 57 08,92.40606813,9.775922568,96.21064502,39.84056596,85.06214623,42.41781361,98.47842359,Malicious
55 2F AE 8F 88 6D 3D 82-71 56 96 73 AE C2 0E 01,26.93515913,92.85476604,5.53668347,15.83742158,13.99132726,23.03740135,39.87536425,Not Malicious
4A 01 34 B8 14 83 8B 82-6A 0D AE 35 5F 6A 18 42,28.61976767,63.44222274,12.85557275,8.069133428,26.6008189,6.781331695,63.40580438,Malicious
39 9C BB B9 9A 29 69 0E-8C 68 9F 4B 11 2C AF 11,44.21629491,72.18817987,29.27949432,83.97693433,81.26323068,88.25700137,42.70826969,Partially Malicious
B4 25 0C B6 24 6D 76 A2-94 C1 14 93 A1 05 B7 95,95.16863446,60.5852611,36.58131391,22.89837032,15.77331174,21.19259063,31.61342352,Partially Malicious
23 53 1F 7F 39 09 57 56-B5 2E C4 9B 73 8A 33 92,74.87761423,14.63531917,41.67306227,0.793964002,18.66031448,86.20689529,83.87537131,Not Malicious
4C 45 10 AB 95 92 BF 00-79 46 7E 9D AA 34 93 75,84.93691631,49.06410693,62.18330475,65.80939891,0.086131,97.84123369,42.50544669,Partially Malicious
1E 24 8A 48 AB BF 51 54-BC 1D 6C 7A 75 8F 2A 7C,99.82477454,26.43013934,80.91962813,46.74046751,22.85305577,66.47266352,53.37299868,Partially Malicious
53 45 52 92 7F 8F 6A 64-38 23 92 43 4B A5 5D BB,87.63119637,83.96544345,3.388389825,90.75146228,61.83942391,14.54131748,10.15386449,Malicious
01 99 C2 07 78 34 2A 41-32 10 6B 80 21 1D AA 7A,89.08890258,81.93203541,87.39263797,43.78749538,4.534815073,15.61932261,72.0008255,Partially Malicious
53 9A A0 37 27 65 22 91-22 AC 90 02 77 46 57 A8,3.748695243,4.518705539,23.70248849,54.7459805,52.08134318,88.88138392,73.71514078,Partially Malicious
94 51 67 17 AB 6F 22 91-A8 58 45 3A 88 11 0E C4,6.802295545,21.83567229,28.63917252,58.51789062,0.51935685,23.37510126,57.69584373,Malicious
3C 2A 4F C7 87 1F 1E 7B-52 83 20 77 9C C6 AA 01,43.84271472,18.92336276,87.12266862,40.33454628,61.40570575,98.39189787,99.55372602,Partially Malicious
21 7A 83 AB 66 19 B0 74-35 81 7F 20 2F 4F 3D 08,14.53593014,21.48028833,21.97046528,36.73204332,5.260877129,51.05022812,87.72660287,Malicious
67 1A B4 4A 77 19 B7 8A-59 A9 1D 30 C3 BE A5 22,41.76462112,69.73085965,45.47020297,45.86353728,23.42980369,44.1480244,86.84518962,Partially Malicious
3A 9B C4 BA C0 8E 4D 3C-64 6A 2D 32 B0 92 92 BF,30.36816513,78.44937259,19.8141973,7.232479112,67.48795718,12.51250903,77.68634819,Not Malicious
03 13 92 46 22 49 58 77-61 05 06 93 17 82 52 9D,53.96364225,58.89812693,37.51738963,74.06840944,35.85591816,21.84351147,34.01983899,Malicious
6D 17 00 0B A1 50 3A 34-31 B5 B2 5E 9B 41 C1 08,67.5504446,30.96926995,87.47737011,20.93504687,18.61318975,31.05122855,4.034447967,Partially Malicious
5D AA 64 A2 39 A9 A0 3E-79 58 3D 49 5C 53 8D 61,77.02704426,5.255712021,89.68996336,16.28108255,26.9938323,28.60104997,46.50963302,Not Malicious
42 3F 5A 76 1C 67 70 64-68 B6 4A 76 BD 03 3E 76,9.894609234,87.3436303,91.9496389,19.282121,96.36550029,96.5409616,26.20385126,Not Malicious
AE C7 2F 43 12 33 61 21-55 C5 71 A2 1B 19 A6 23,90.0428081,38.49848725,5.21292246,70.57272436,60.58578393,31.13529358,49.77834619,Not Malicious
3F 37 87 76 2D 27 B7 C0-6D 05 04 0A 0D 3C 05 00,19.7199455,40.86214799,74.72560793,42.42305359,57.53750281,29.54567087,78.0575057,Not Malicious
25 3A 9B 50 6C 6C 85 54-51 36 BC 7A B6 8C 6F 2D,58.29321672,37.92166933,31.83489815,52.14558368,41.14417598,79.61308858,80.8539018,Malicious
9D 7A B9 90 95 95 4C 34-33 37 AD 08 18 2A C0 A0,36.28270483,84.64207208,90.82001352,27.77457746,6.64478239,13.04440769,44.86454589,Malicious
46 05 2A 24 96 0B 14 0F-5B 35 68 6D 44 B0 BC A2,54.61739505,2.803279795,42.19975999,55.11798387,54.80364616,24.10597255,11.7733291,Malicious
98 63 62 78 C2 C3 13 9C-89 C1 2A 42 4E 94 33 5E,60.08265051,89.81274997,5.885672774,40.05930237,61.427349,24.88070143,62.6561043,Partially Malicious
94 01 2D 48 B5 93 94 6C-1E 3C 44 4F 95 33 4B 0A,21.15020402,23.98119396,67.00190149,26.21836159,6.832254349,43.1097089,63.24052677,Partially Malicious
A5 40 46 33 60 77 5A 00-8C 94 4F 50 69 60 3E 33,97.42467527,95.53295646,88.65323677,5.848186721,69.59823333,55.71719588,74.60551312,Not Malicious
7D 0E C6 7C 39 0E AD 15-66 3F B0 94 46 48 C6 B9,15.51579826,68.06336392,48.51598174,34.67357996,22.75755102,64.1200965,64.67718048,Partially Malicious
20 4A 7A 4B 2F 0E 0C 4B-4B 20 43 4B 03 A2 23 C7,13.02867872,2.822105888,64.96521712,70.52477902,5.775671885,15.59980221,16.78960635,Not Malicious
C2 54 7E 24 30 14 96 1C-27 4B 62 55 C5 1C 04 8C,30.45767301,26.75040202,84.66501444,45.01404481,71.40600209,44.64045993,19.27509509,Not Malicious
61 B0 A2 9F B8 80 22 C4-AA 75 92 5C AE 63 27 94,30.90951698,51.98696306,48.06369285,52.96786113,13.90098929,15.39243211,23.14023389,Malicious
23 BD 8B 13 83 BB A7 8A-B0 B7 13 1F 73 64 21 66,51.60421378,70.67138997,23.87245874,33.64441343,85.88735841,75.74371336,66.84046897,Partially Malicious
AA 52 0E 0B 53 2F BB A4-36 09 AA 77 B8 AD 32 57,84.73363554,25.04453497,61.50067605,47.36723456,5.247342783,46.42872368,71.11204305,Not Malicious
A4 B9 91 A4 67 AB 1B 80-0C 54 2F 45 A5 5B 52 21,10.16212792,79.61224453,60.68035841,4.399521614,71.62073955,42.21191711,55.68054716,Not Malicious
8A 12 78 A2 1A 29 74 8A-A5 2D 74 04 52 4F 35 B0,15.80311074,94.86201354,27.91633783,91.90573209,99.43941937,97.31880528,99.72347606,Not Malicious
A3 3B 8E 25 21 19 94 96-84 B3 94 C1 65 29 C0 55,61.86646795,35.27102607,58.47394426,55.22789559,25.40217603,72.67178185,52.82425604,Malicious
6A 62 0B C0 B8 AD 5A 8A-27 94 51 59 C7 AF 84 24,90.88853627,65.3855116,88.89234277,56.81806289,56.44861093,41.46833551,7.91822046,Partially Malicious
78 C2 02 9E 53 BF 1C 80-57 7A 79 B7 BA 64 12 7F,65.52524552,95.89411611,16.11299202,43.79348992,11.368397,39.84244906,86.55878706,Malicious
2A 31 02 C6 23 B7 C3 A4-68 AE BC 40 78 51 22 6E,15.23073123,49.07756615,13.52748849,53.09935074,68.11019186,82.83982141,11.44462333,Partially Malicious
27 7D 7C AC A1 41 6B 11-AD 73 71 B4 86 5D 0E 58,88.71061979,25.01180557,78.42928082,93.45482609,34.19329003,52.95409595,86.87782127,Partially Malicious
2D 5B 12 90 5A 10 54 0F-61 10 57 9A A6 46 7A 47,11.37755863,68.02324176,96.65945814,51.39592358,26.19046768,56.85855558,41.63527632,Partially Malicious
7A 06 26 41 A9 5A 88 05-5E 30 C7 1F AB 85 39 63,72.85725874,46.04662191,34.86170956,34.92939133,41.2354042,45.78923044,34.43575153,Partially Malicious
A7 2A 11 1B 5F AE 00 B4-B8 61 0F 0D A2 54 BF B1,44.36590526,36.05542696,94.82334405,65.74203094,61.71061372,4.98383573,14.00084843,Not Malicious
39 8B 38 27 37 8F 23 AF-38 9D 1F 6E 91 B2 1E 85,15.38312848,39.51286902,24.44046846,33.93775868,44.95200443,4.525160106,73.71938038,Malicious
1E B6 15 B7 B4 5A 83 9D-75 97 5B 70 83 15 4F A7,15.69269427,82.18126893,5.01278878,91.59301391,84.42787436,47.16285973,50.72619911,Malicious
9C B2 B1 98 46 93 00 69-0D 05 16 5A 41 6A 8F C7,48.69296522,75.86215442,8.990834251,21.55496612,95.31918019,13.88732119,92.53941929,Partially Malicious
91 5E 4B BB 00 0C 51 7B-08 A8 09 29 AD AA C0 56,97.22074005,11.20981194,71.55459355,98.14762845,92.56238524,47.66139776,49.94072022,Partially Malicious
9A 94 83 7C 70 C1 AF 8A-2B 55 6E 74 2C A2 71 1E,80.90073951,83.55149088,14.55842446,42.45918646,55.50419559,8.837154194,3.166486128,Partially Malicious
86 12 08 56 72 4B 04 A7-49 4F 93 C0 95 03 C7 5F,9.446582701,84.29954418,70.59649941,68.39000153,16.30074589,46.37156777,46.79225184,Partially Malicious
40 C5 96 9F 1A 14 66 9A-0E 53 C7 A4 40 9F 2F 6E,18.09775899,21.08479635,59.22620246,47.5976972,79.67849492,42.31111891,8.252271063,Partially Malicious
4B 8C 96 0D 24 1E 68 08-24 2D A2 60 65 BC 6E 95,82.15491854,54.15706957,20.77187049,74.41761591,18.33291893,28.6467782,68.93522039,Not Malicious
27 BE 4D 33 44 68 3A 73-9F A2 C3 60 34 05 7C 90,67.3394356,73.15456994,14.28861989,87.86528962,95.37130615,89.13621813,1.667778277,Not Malicious
AF 50 21 2F 6B 01 1F 81-AC 44 92 50 02 B7 2F 28,68.78332198,15.74904649,87.54372358,34.62792641,17.24915673,98.81924374,3.56132084,Malicious
54 6D 6A 80 1D B4 6C C6-3D 45 15 C4 34 4C 29 24,85.06497497,67.75001127,71.58137318,44.17537465,52.66308572,85.36063138,16.52934734,Partially Malicious
20 92 7E 26 41 48 84 69-66 A2 5C C6 15 62 66 23,67.51844974,19.8031018,93.70340763,2.289412497,15.14042124,41.71245418,96.49721934,Malicious
78 B3 31 40 0E 63 16 6E-5B 70 3F 0A 0E 9F 50 2A,93.77498482,82.93403475,90.2844633,4.767280504,25.22607156,70.66505823,53.14211519,Malicious
37 A1 13 1A A3 3D 18 A5-C6 5D 50 23 53 7D 6F 0B,77.69351938,39.0435798,44.72121378,33.20948533,85.04242666,73.11941952,45.6819616,Malicious
3E 31 9F 9D C1 1D 27 C6-3A 1E 43 A8 4B 85 98 4A,47.70288486,96.78372209,62.44677952,52.12742273,76.71831821,25.32974944,31.82197245,Malicious
71 52 8F 0D 95 46 8E 2E-66 B7 58 4E AF A4 8B 6A,45.83008616,83.33222196,86.3362991,35.14806052,70.32775344,24.01316274,60.3399858,Partially Malicious
18 2B C7 36 A0 C1 A2 A1-85 B4 43 BE 8E 41 84 16,93.0960504,8.830857355,18.48865072,30.3010139,77.90591624,38.80872144,42.54369374,Malicious
8C 7E 1B 71 03 92 A5 75-41 9A 08 4C 92 85 5D 18,15.77389852,25.34814185,29.6629697,69.92447563,29.55810555,1.051833348,63.13410336,Not Malicious
41 AD 8E A9 29 A8 51 A2-23 6C 60 A4 89 26 BF 4A,79.6449208,73.38148899,38.06373691,93.52128626,27.65990681,11.72718788,46.32559137,Partially Malicious
37 7B 1D A6 3C 80 7A 4E-35 9D 04 06 6C 8B 3C C2,84.12100927,27.23933146,91.26927782,47.89689367,12.04614646,83.46852694,37.49492433,Partially Malicious
BA 4F 67 1C 88 18 9E 82-73 C4 75 A1 89 00 90 32,47.11049668,39.63019301,18.6018365,15.59498871,6.143413443,92.03939704,18.18704872,Malicious
2D C4 6E 2B 42 68 79 7F-49 74 32 5E 06 3E 95 27,26.03013083,62.01406332,86.4779413,85.93427348,64.58857552,49.35289347,90.83140969,Not Malicious
A9 B5 2B 2E 93 7E A6 65-39 BF 8A 54 37 0F 10 78,78.51094398,0.384367748,22.08624057,16.26442813,53.34737779,81.55536583,48.70562585,Partially Malicious
87 C5 5A 84 18 39 4A 73-06 1C 71 AF 4A A7 7D C7,22.56765252,79.61842026,30.74692067,79.87584021,7.886797874,76.20011403,34.52816755,Malicious
62 2A 92 1C AB A1 3E 39-5D 5E 4E 65 14 79 B2 4A,18.29756898,62.20559333,55.61759347,26.41295424,16.5335703,23.85084274,71.96194541,Not Malicious
B1 69 3C 3B 1C 64 C3 8D-1A 09 3C C5 B2 AE 39 90,81.56652094,19.23535416,56.60060563,84.16087327,94.69266051,9.752813923,87.690006,Not Malicious
B6 75 47 24 A8 06 48 68-1F 4C 23 17 44 42 AF 78,74.17353927,83.30748864,83.12367795,80.70708516,3.266345561,3.800856655,16.46615015,Not Malicious
C0 98 1A A8 3C 04 84 7F-A1 A3 06 25 85 B2 09 A1,60.00870032,90.3364658,93.89455356,49.77881202,61.78876192,11.27730348,19.70016414,Partially Malicious
91 83 24 69 32 67 05 62-51 5C B6 6D 6B BA 65 88,76.84118147,57.92642816,53.69677136,98.81462707,28.26147226,8.873245045,74.00579546,Not Malicious
AA 8B 56 2E 79 40 80 46-6F 55 2B 40 15 92 B1 24,37.28642649,86.83324258,86.32768301,81.36595596,88.79723141,49.31932372,22.0676344,Partially Malicious
31 49 11 77 B8 63 08 82-1F 57 8C 73 71 A2 28 12,14.40298533,69.10540557,92.411501,76.74211421,83.43901427,55.26166161,27.01403239,Not Malicious
08 25 87 C1 11 4D 43 C7-8F 94 8B 31 C6 95 70 A0,8.894087351,84.5911419,83.55608429,75.2107137,66.32263818,32.40627521,2.680373818,Not Malicious
2C 05 3B 29 46 0A 9D AA-46 C5 43 7A A2 33 9A AE,24.83025469,80.87673305,49.14267701,0.812790945,98.61997071,10.25264015,50.31713241,Not Malicious
BC 50 B6 11 58 26 95 83-70 2F B6 60 70 69 58 C2,13.67748971,9.779509101,81.39610194,43.52053659,29.4441678,21.68569474,96.49622016,Malicious
BF 90 2B 10 51 1B 6F AA-82 8C 4C 0F AB 2A 0B 76,16.13890266,76.5804119,57.04527723,40.68368424,88.71506165,84.69650114,86.44695612,Not Malicious
1F 3C 0E 41 AA 2E 07 33-57 4C 5C B7 A8 93 16 1B,5.679400932,20.96006359,95.82604514,67.74584637,12.58530269,73.04947665,37.02797313,Not Malicious
17 B6 2F 86 36 3C 20 B2-49 92 AC 07 83 43 51 28,97.55227751,49.63033193,42.05776827,34.82060767,91.5005897,75.63215612,31.79801419,Malicious
25 6D 3A 83 0C 31 37 7A-7D 61 59 1E 80 16 61 5A,29.71489982,49.2227694,4.205754196,90.28951273,84.39669529,43.0893285,45.00597414,Partially Malicious
